"Oaxaca: Tablas de mortalidad por sexo, 1970-2015",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Hombres,,,,,,,,Mujeres,,,,,,,,Total,,,,,,
year y edad,q(x),m(x),l(x),d(x),L(x),T(x),e(x),,q(x),m(x),l(x),d(x),L(x),T(x),e(x),,q(x),m(x),l(x),d(x),L(x),T(x),e(x)
,,,,,,,,,,,,,,,,,,,,,,,
10,0.00038739,0.00038747,97088,38,97070,6123602,63.07239864,,0.00028625,0.00028629,97583,28,97569,6687354,68.53024206,,0.00033755,0.00033761,97330,33,97313,6411649,65.8756733
11,0.00043138,0.00043147,97051,42,97030,6026532,62.09664828,,0.00030316,0.00030321,97555,30,97540,6589785,67.54972124,,0.00036804,0.00036811,97297,36,97279,6314336,64.89774839
12,0.00049891,0.00049903,97009,48,96985,5929502,61.12323114,,0.00033181,0.00033187,97525,32,97509,6492245,66.57005447,,0.00041622,0.0004163,97261,40,97241,6217057,63.92145839
13,0.0005919,0.00059208,96961,57,96932,5832517,60.15349152,,0.00037008,0.00037015,97493,36,97475,6394737,65.59198479,,0.00048201,0.00048213,97220,47,97197,6119817,62.94786653
14,0.00071294,0.00071319,96903,69,96869,5735585,59.18882165,,0.00041473,0.00041482,97457,40,97436,6297262,64.61608306,,0.00056501,0.00056517,97174,55,97146,6022620,61.97798174
15,0.00086125,0.00086162,96834,83,96792,5638717,58.2306929,,0.00046255,0.00046266,97416,45,97394,6199826,63.64268522,,0.00066297,0.00066319,97119,64,97086,5925474,61.01273707
16,0.00103127,0.0010318,96751,100,96701,5541924,57.28045632,,0.0005107,0.00051083,97371,50,97346,6102432,62.67190559,,0.00077143,0.00077172,97054,75,97017,5828387,60.05288175
17,0.0012197,0.00122044,96651,118,96592,5445224,56.33907271,,0.00055713,0.00055729,97321,54,97294,6005086,61.703673,,0.00088754,0.00088793,96979,86,96936,5731370,59.09885787
18,0.00141692,0.00141792,96533,137,96465,5348632,55.40726268,,0.00059924,0.00059942,97267,58,97238,5907791,60.73779073,,0.00100494,0.00100545,96893,97,96845,5634434,58.15091294
19,0.00161878,0.00162009,96396,156,96318,5252167,54.48517217,,0.00063623,0.00063643,97209,62,97178,5810553,59.77390932,,0.00112074,0.00112136,96796,108,96742,5537589,57.20890707
20,0.00181705,0.0018187,96240,175,96153,5155849,53.57270412,,0.00066848,0.0006687,97147,65,97115,5713376,58.81164506,,0.00123054,0.0012313,96687,119,96628,5440848,56.27253417
21,0.00200579,0.0020078,96065,193,95969,5059696,52.66931555,,0.0006963,0.00069654,97082,68,97048,5616261,57.85065113,,0.00133133,0.00133221,96568,129,96504,5344220,55.34124934
22,0.00218174,0.00218412,95873,209,95768,4963727,51.77416666,,0.00071999,0.00072025,97014,70,96980,5519213,56.89061211,,0.00142185,0.00142286,96440,137,96371,5247716,54.41435835
23,0.0023412,0.00234394,95663,224,95551,4867959,50.88627838,,0.00074067,0.00074094,96945,72,96909,5422233,55.93124212,,0.00150146,0.00150259,96303,145,96230,5151344,53.49112584
24,0.00248344,0.00248653,95440,237,95321,4772408,50.00451977,,0.00076047,0.00076076,96873,74,96836,5325324,54.97232861,,0.00157155,0.00157279,96158,151,96083,5055114,52.57080971
25,0.00260854,0.00261195,95203,248,95078,4677087,49.12776792,,0.00078004,0.00078034,96799,76,96761,5228488,54.01378479,,0.00163323,0.00163456,96007,157,95929,4959031,51.65277077
26,0.00271647,0.00272017,94954,258,94825,4582008,48.25494781,,0.0008011,0.00080142,96724,77,96685,5131727,53.05556009,,0.001688,0.00168943,95850,162,95769,4863103,50.73645188
27,0.00280855,0.0028125,94696,266,94563,4487183,47.38502684,,0.00082456,0.0008249,96646,80,96606,5035042,52.0976961,,0.00173707,0.00173858,95688,166,95605,4767333,49.82139477
28,0.00288869,0.00289287,94430,273,94294,4392620,46.51707725,,0.00085168,0.00085204,96566,82,96525,4938436,51.14027666,,0.00178294,0.00178453,95522,170,95437,4671728,48.9072186
29,0.0029582,0.00296258,94157,279,94018,4298326,45.65039211,,0.00088351,0.0008839,96484,85,96442,4841911,50.18344265,,0.00182701,0.00182868,95352,174,95265,4576291,47.99368031
30,0.00302219,0.00302677,93879,284,93737,4204308,44.78435282,,0.00092124,0.00092166,96399,89,96355,4745469,49.22737732,,0.00187266,0.00187441,95178,178,95089,4481026,47.08061079
31,0.00308303,0.00308779,93595,289,93451,4110571,43.9185952,,0.00096487,0.00096534,96310,93,96264,4649114,48.27230817,,0.00192122,0.00192307,95000,183,94908,4385937,46.16800435
32,0.00314318,0.00314813,93307,293,93160,4017120,43.0528707,,0.00101533,0.00101585,96217,98,96168,4552851,47.31844703,,0.00197461,0.00197656,94817,187,94723,4291029,45.25591197
33,0.00320596,0.00321111,93013,298,92864,3923960,42.18704458,,0.00107364,0.00107422,96120,103,96068,4456682,46.3660318,,0.00203483,0.0020369,94630,193,94533,4196306,44.34446262
34,0.00327437,0.00327974,92715,304,92563,3831096,41.32112228,,0.00114117,0.00114182,96016,110,95962,4360614,45.41532858,,0.00210395,0.00210617,94437,199,94338,4101772,43.43386078
35,0.00335168,0.00335731,92412,310,92257,3738533,40.45522563,,0.00121665,0.00121739,95907,117,95848,4264653,44.4666432,,0.00218266,0.00218505,94239,206,94136,4007435,42.52438226
36,0.0034409,0.00344683,92102,317,91943,3646276,39.58959408,,0.00130165,0.0013025,95790,125,95728,4168804,43.52020047,,0.00227311,0.00227569,94033,214,93926,3913299,41.6163083
37,0.00354399,0.00355028,91785,325,91622,3554333,38.72456273,,0.00139685,0.00139783,95665,134,95599,4073077,42.57627093,,0.00237624,0.00237906,93819,223,93708,3819373,40.70998336
38,0.00366261,0.00366933,91460,335,91292,3462710,37.86051287,,0.00150335,0.00150448,95532,144,95460,3977478,41.63512769,,0.00249285,0.00249596,93596,233,93479,3725665,39.80575986
39,0.0038005,0.00380774,91125,346,90951,3371418,36.99785386,,0.00162114,0.00162246,95388,155,95311,3882018,40.69706144,,0.00262415,0.0026276,93363,245,93240,3632186,38.90398859
40,0.00395785,0.0039657,90778,359,90599,3280467,36.13709434,,0.00175075,0.00175228,95234,167,95150,3786707,39.76233271,,0.00277029,0.00277414,93118,258,92989,3538946,38.00503219
41,0.00413598,0.00414456,90419,374,90232,3189868,35.27870227,,0.00189424,0.00189604,95067,180,94977,3691557,38.83119188,,0.00293283,0.00293714,92860,272,92724,3445957,37.1092213
42,0.00433879,0.00434823,90045,391,89850,3099636,34.42314524,,0.00205312,0.00205523,94887,195,94789,3596580,37.9039386,,0.0031146,0.00311946,92588,288,92443,3353233,36.21690635
43,0.00456748,0.00457794,89654,409,89450,3009787,33.57097362,,0.00222794,0.00223043,94692,211,94586,3501791,36.9808917,,0.00331688,0.00332239,92299,306,92146,3260790,35.32849862
44,0.00482461,0.00483629,89245,431,89029,2920337,32.72271938,,0.00241886,0.00242179,94481,229,94367,3407205,36.062351,,0.00354064,0.00354692,91993,326,91830,3168644,34.44440595
45,0.00510978,0.00512288,88814,454,88587,2831308,31.87893719,,0.00262831,0.00263177,94252,248,94128,3312838,35.14858041,,0.0037871,0.00379429,91667,347,91494,3076814,33.56501901
46,0.00542664,0.00544142,88361,480,88121,2742720,31.04010237,,0.00285924,0.00286334,94005,269,93870,3218710,34.23988818,,0.00405963,0.0040679,91320,371,91135,2985321,32.69071692
47,0.00577622,0.00579297,87881,508,87627,2654600,30.20673932,,0.00311176,0.00311661,93736,292,93590,3124839,33.33663608,,0.00435883,0.00436836,90949,396,90751,2894186,31.82193348
48,0.00616261,0.00618168,87373,538,87104,2566973,29.3793318,,0.00338914,0.0033949,93444,317,93286,3031249,32.43913552,,0.0046885,0.00469953,90553,425,90341,2803435,30.9590598
49,0.0065864,0.00660819,86835,572,86549,2479869,28.55841071,,0.00369302,0.00369986,93128,344,92955,2937964,31.54775091,,0.0050498,0.00506259,90128,455,89901,2713094,30.10254173
50,0.00705111,0.00707609,86263,608,85959,2393320,27.74444365,,0.00402443,0.00403255,92784,373,92597,2845008,30.66283716,,0.00544492,0.0054598,89673,488,89429,2623194,29.25278938
51,0.00756064,0.00758937,85655,648,85331,2307362,26.93791566,,0.0043896,0.00439926,92410,406,92207,2752411,29.78471724,,0.00587909,0.00589644,89185,524,88923,2533765,28.41020573
52,0.00811476,0.00814786,85007,690,84662,2222031,26.13933092,,0.00478762,0.00479912,92005,440,91784,2660204,28.91383374,,0.00635156,0.00637182,88661,563,88379,2444842,27.57526571
53,0.00872021,0.00875845,84317,735,83949,2137369,25.34909554,,0.00522499,0.00523869,91564,478,91325,2568420,28.05052479,,0.00686892,0.00689262,88098,605,87795,2356463,26.74833862
54,0.00937809,0.00942234,83582,784,83190,2053420,24.5676974,,0.00570309,0.00571941,91086,519,90826,2477095,27.19523445,,0.00743219,0.00745995,87492,650,87167,2268669,25.9298874
55,0.01009257,0.01014385,82798,836,82380,1970230,23.7955506,,0.00622541,0.00624487,90566,564,90284,2386270,26.34835563,,0.00804511,0.00807765,86842,699,86492,2181502,25.12030704
56,0.01086745,0.01092693,81963,891,81516,1887851,23.03306838,,0.00679822,0.00682143,90002,612,89696,2295986,25.51028358,,0.00871241,0.00875058,86144,751,85768,2095009,24.31999205
57,0.01170983,0.01177893,81072,949,80596,1806334,22.28064576,,0.00742534,0.00745305,89391,664,89058,2206290,24.68147659,,0.00943922,0.00948405,85393,806,84989,2009242,23.52935191
58,0.01262232,0.01270266,80123,1011,79616,1725738,21.538727,,0.00811022,0.00814329,88727,720,88366,2117231,23.86238028,,0.01022767,0.01028033,84587,865,84154,1924252,22.74880989
59,0.01361138,0.01370486,79111,1077,78572,1646122,20.80769292,,0.00885789,0.00889735,88007,780,87617,2028865,23.05340919,,0.01108533,0.01114723,83722,928,83257,1840099,21.9787236
60,0.01467981,0.01478862,78034,1146,77460,1567551,20.08793863,,0.00967602,0.00972314,87228,844,86805,1941248,22.25497674,,0.01201716,0.01208995,82794,995,82295,1756842,21.21950166
61,0.0158396,0.01596639,76889,1218,76278,1490090,19.37978815,,0.01057239,0.01062867,86384,913,85926,1854443,21.46754303,,0.01303053,0.01311617,81799,1066,81265,1674547,20.47153212
62,0.01709046,0.01723819,75671,1293,75023,1413812,18.68367095,,0.01154999,0.01161721,85470,987,84976,1768517,20.69159813,,0.01412915,0.01422991,80733,1141,80161,1593282,19.73522205
63,0.01844126,0.01861342,74378,1372,73690,1338789,17.99986678,,0.0126188,0.01269909,84483,1066,83949,1683541,19.9275473,,0.01532348,0.0154421,79592,1220,78981,1513121,19.01091131
64,0.0199042,0.02010496,73006,1453,72277,1265100,17.32867869,,0.01378566,0.01388156,83417,1150,82841,1599592,19.17584616,,0.01662205,0.01676175,78373,1303,77719,1434140,18.29899707
65,0.02148096,0.02171503,71553,1537,70782,1192823,16.67047669,,0.01506174,0.01517632,82267,1239,81646,1516752,18.43691996,,0.01803053,0.01819506,77070,1390,76373,1356420,17.59987736
66,0.02318235,0.02345529,70016,1623,69201,1122041,16.02549908,,0.01645468,0.01659156,81028,1333,80360,1435106,17.71123185,,0.01955923,0.01975305,75680,1480,74938,1280047,16.91388624
67,0.02501911,0.02533741,68393,1711,67534,1052840,15.39400482,,0.01797399,0.01813748,79695,1432,78976,1354746,16.99919827,,0.02121814,0.02144649,74200,1574,73410,1205110,16.24136676
68,0.02699946,0.02737064,66682,1800,65777,985306,14.776256,,0.01963348,0.01982878,78262,1537,77491,1275770,16.30121015,,0.02301876,0.02328783,72626,1672,71787,1131700,15.58264865
69,0.02913786,0.0295708,64881,1891,63931,919529,14.17246622,,0.02144233,0.02167556,76726,1645,75900,1198278,15.61768896,,0.02497247,0.02528957,70954,1772,70064,1059913,14.93805825
70,0.03143814,0.03194293,62991,1980,61995,855597,13.58288313,,0.02341403,0.02369249,75081,1758,74198,1122378,14.94899009,,0.02708856,0.02746222,69182,1874,68241,989849,14.30790073
71,0.03391655,0.03450506,61011,2069,59970,793602,13.00762135,,0.02556854,0.0259011,73323,1875,72381,1048180,14.29545755,,0.02938488,0.02982526,67308,1978,66314,921608,13.69241479
72,0.03658749,0.0372736,58941,2157,57856,733632,12.44683069,,0.02791413,0.02831113,71448,1994,70446,975799,13.65749938,,0.0318726,0.03239159,65330,2082,64283,855294,13.09188365
73,0.03946106,0.04026076,56785,2241,55657,675775,11.90065311,,0.03046383,0.0309375,69453,2116,68390,905353,13.03539392,,0.03456309,0.03517452,63248,2186,62148,791011,12.50652132
74,0.04255724,0.04348934,54544,2321,53375,620119,11.36915498,,0.03324784,0.03381311,67338,2239,66212,836963,12.42935001,,0.03748221,0.03820273,61062,2289,59910,728862,11.93646527
75,0.04588068,0.04696654,52223,2396,51015,566744,10.85243761,,0.03627362,0.03694786,65099,2361,63911,770751,11.83971243,,0.04063483,0.0414835,58773,2388,57571,668952,11.38194621
76,0.0494532,0.05071788,49827,2464,48584,515728,10.35044285,,0.03956762,0.0403717,62737,2482,61488,706840,11.26664281,,0.04404589,0.04504537,56385,2484,55134,611382,10.84300792
77,0.0532911,0.05476362,47363,2524,46089,467144,9.8631424,,0.04314755,0.04410608,60255,2600,58946,645352,10.7103425,,0.04773211,0.04890889,53901,2573,52604,556248,10.31973826
78,0.05741997,0.05913445,44839,2575,43539,421055,9.39045898,,0.04702668,0.04816837,57655,2711,56289,586407,10.17092537,,0.05171362,0.05309874,51329,2654,49990,503643,9.81215367
79,0.06184643,0.06384162,42264,2614,40943,377516,8.932347,,0.05123657,0.0525958,54944,2815,53524,530118,9.64835769,,0.05600923,0.05763889,48674,2726,47298,453654,9.32022175
80,0.06660394,0.06892567,39650,2641,38315,336573,8.48858807,,0.05579809,0.05741525,52129,2909,50660,476594,9.14263799,,0.06064651,0.06256342,45948,2787,44540,406356,8.84383152
81,0.07168705,0.07438637,37009,2653,35666,298259,8.05903616,,0.06074862,0.06267213,49220,2990,47709,425934,8.65366181,,0.06564465,0.06789845,43161,2833,41729,361816,8.38286229
82,0.07714102,0.08027884,34356,2650,33013,262593,7.64324574,,0.06610375,0.06838993,46230,3056,44685,378224,8.18135972,,0.07103133,0.07368027,40328,2865,38878,320087,7.93708304
83,0.08296827,0.0866132,31706,2631,30372,229579,7.24090289,,0.07190229,0.07461826,43174,3104,41603,333540,7.72547091,,0.07682931,0.07994113,37463,2878,36005,281209,7.50621095
84,0.08920657,0.09343916,29075,2594,27758,199208,6.85143769,,0.0781665,0.08139066,40070,3132,38482,291937,7.28572977,,0.0830695,0.0867236,34585,2873,33128,245204,7.08984526
85,0.09599236,0.10091747,26482,2542,25189,171449,6.47428419,,0.08500888,0.08884092,36938,3140,35344,253455,6.86169807,,0.08987697,0.09417549,31712,2850,30265,212076,6.68750826
86,0.10337539,0.109118,23940,2475,22680,146260,6.10955846,,0.09248227,0.09704218,33798,3126,32209,218110,6.45343071,,0.09730126,0.1023664,28862,2808,27434,181811,6.29931535
87,0.11140952,0.1181188,21465,2391,20246,123581,5.75735477,,0.10064368,0.10607597,30672,3087,29101,185901,6.06095006,,0.10539964,0.11137819,26054,2746,24655,154377,5.92533878
88,0.12015293,0.12800717,19073,2292,17903,103335,5.41774418,,0.10955439,0.11603326,27585,3022,26045,156800,5.68424468,,0.11423071,0.12129876,23308,2662,21950,129722,5.56563231
89,0.12966822,0.13888078,16782,2176,15668,85432,5.09077332,,0.11928004,0.12701557,24563,2930,23067,130755,5.32326841,,0.12385226,0.13222055,20645,2557,19339,107772,5.22021039
90,0.14002251,0.15084906,14606,2045,13557,69763,4.7764631,,0.12989058,0.1391363,21633,2810,20196,107688,4.97793945,,0.13433838,0.14426119,18088,2430,16844,88434,4.8890165
91,0.15128742,0.16403469,12561,1900,11584,56206,4.47480766,,0.14146012,0.15252215,18823,2663,17458,87492,4.64813985,,0.14575848,0.15754131,15658,2282,14487,71590,4.57199446
92,0.16353893,0.1785753,10660,1743,9763,44621,4.18577332,,0.15406675,0.16731482,16160,2490,14881,70035,4.33371506,,0.15819911,0.17221177,13376,2116,12288,57102,4.26903446
93,0.17685712,0.19462548,8917,1577,8103,34859,3.9092975,,0.16779195,0.18367281,13671,2294,12489,55154,4.03447383,,0.17173445,0.18842147,11260,1934,10263,44815,3.98004238
94,0.19132564,0.21235897,7340,1404,6613,26756,3.64528773,,0.18272006,0.2017736,11377,2079,10302,42665,3.75018795,,0.1864462,0.20634322,9326,1739,8427,34552,3.70485596
95,0.20703106,0.23197123,5936,1229,5297,20143,3.39362044,,0.19893724,0.22181598,9298,1850,8339,32363,3.48059227,,0.20242235,0.22617608,7587,1536,6791,26125,3.44326677
96,0.22406176,0.25368235,4707,1055,4157,14846,3.15413931,,0.21653018,0.24402274,7448,1613,6609,24024,3.22538419,,0.219752,0.24814346,6052,1330,5359,19335,3.19503682
97,0.24250653,0.27774036,3652,886,3189,10689,2.9266528,,0.23558449,0.26864378,5836,1375,5117,17414,2.9842223,,0.23852145,0.27249328,4722,1126,4133,13976,2.95989523
98,0.26245267,0.30442502,2766,726,2385,7500,2.71092988,,0.25618243,0.29595948,4461,1143,3861,12297,2.75672356,,0.25882314,0.29951601,3595,931,3107,9843,2.73752367
99,0.28398357,0.33405217,2040,579,1735,5115,2.50669208,,0.2784003,0.32628472,3318,924,2831,8436,2.54245659,,0.28072382,0.32950987,2665,748,2270,6736,2.52758262
100,0.3071756,0.3669787,1461,449,1223,3380,2.31359867,,0.302305,0.35997324,2394,724,2011,5605,2.34092828,,0.30432216,0.3628686,1917,583,1608,4465,2.32961843
101,0.33209428,0.40360825,1012,336,833,2157,2.13121731,,0.32795012,0.39742272,1670,548,1378,3594,2.15155583,,0.32965851,0.39996801,1333,440,1099,2858,2.14317849
102,0.35878965,0.44439771,676,243,546,1324,1.95896496,,0.35537113,0.43908052,1123,399,909,2216,1.97360894,,0.35677423,0.4412595,894,319,723,1759,1.96760355
103,0.38729075,0.48986477,433,168,343,779,1.79598372,,0.3845799,0.48545016,724,278,573,1307,1.80608721,,0.38568802,0.48725237,575,222,455,1036,1.80196055
104,0.41759924,0.54059647,266,111,205,436,1.64087003,,0.41555858,0.53709873,445,185,345,734,1.64745068,,0.41638962,0.53852168,353,147,273,581,1.64477268
105,0.4496821,0.59725916,155,70,116,231,1.49105465,,0.4482528,0.59466531,260,117,196,389,1.49500155,,0.44883292,0.59571728,206,93,155,308,1.4934005
106,0.48346377,0.66060984,85,41,62,114,1.34130681,,0.48256457,0.65887053,144,69,105,193,1.34338966,,0.48292847,0.65957406,114,55,83,153,1.34254706
107,0.51881782,0.73150932,44,23,31,52,1.17990208,,0.51834515,0.73052749,74,39,53,88,1.18078082,,0.51853598,0.73092377,59,30,42,69,1.18042611
108,0.55555872,0.81093734,21,12,14,21,0.97813086,,0.55538839,0.81055417,36,20,25,35,0.97835969,,0.55545704,0.81070857,28,16,19,28,0.97826746
109,1,0.90001002,9,6,6,6,1.11109874,,1,0.89998759,16,9,10,10,1.11112643,,1,0.89999676,13,7,8,8,1.11111511
,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,
0,0.02324615,0.02373965,100000,2325,97921,7108316,71.08315569,,0.01893822,0.0192586,100000,1894,98336,7663631,76.63631169,,0.02114472,0.0215407,100000,2114,98162,7392285,73.92284635
1,0.00153,0.00153131,97675,149,97592,7010394,71.77237516,,0.00125246,0.00125334,98106,123,98037,7565295,77.11333678,,0.00139392,0.00139501,97886,136,97809,7294123,74.51686767
2,0.00077254,0.00077286,97526,75,97486,6912803,70.88168078,,0.00072135,0.00072163,97983,71,97946,7467257,76.20948756,,0.00074747,0.00074777,97749,73,97710,7196314,73.62026888
3,0.0005273,0.00052744,97451,51,97424,6815317,69.93611893,,0.00051842,0.00051856,97913,51,97887,7369312,75.26416199,,0.00052294,0.00052308,97676,51,97650,7098603,72.67498775
4,0.00045191,0.00045201,97399,44,97377,6717892,68.97275706,,0.00043865,0.00043875,97862,43,97840,7271425,74.30294674,,0.0004454,0.0004455,97625,43,97603,7000953,71.71275604
5,0.00038067,0.00038074,97355,37,97337,6620515,68.00371443,,0.00037281,0.00037288,97819,36,97801,7173584,73.33533488,,0.00037681,0.00037688,97581,37,97563,6903350,70.74448863
6,0.00035464,0.0003547,97318,35,97301,6523178,67.0294207,,0.00032846,0.00032851,97782,32,97766,7075784,72.3624988,,0.00034181,0.00034187,97545,33,97528,6805787,69.77096771
7,0.00034427,0.00034433,97284,33,97267,6425878,66.05302288,,0.00029984,0.00029988,97750,29,97736,6978017,71.38611024,,0.00032251,0.00032256,97511,31,97496,6708259,68.79465316
8,0.00034444,0.0003445,97250,33,97233,6328611,65.07559865,,0.00028199,0.00028203,97721,28,97707,6880282,70.40737076,,0.00031384,0.00031389,97480,31,97465,6610764,67.81668584
9,0.00035559,0.00035565,97217,35,97199,6231377,64.09784878,,0.00027617,0.00027621,97693,27,97680,6782574,69.42708952,,0.00031662,0.00031667,97449,31,97434,6513299,66.8378192
10,0.00038136,0.00038143,97182,37,97164,6134178,63.12047139,,0.00028287,0.00028291,97667,28,97653,6684894,68.44613051,,0.00033294,0.00033299,97418,32,97402,6415865,65.85882986
11,0.00042447,0.00042456,97145,41,97124,6037014,62.14436128,,0.00029997,0.00030002,97639,29,97624,6587242,67.46535587,,0.00036311,0.00036318,97386,35,97368,6318463,64.88059742
12,0.00048928,0.0004894,97104,48,97080,5939890,61.17053859,,0.00032961,0.00032966,97610,32,97594,6489617,66.48544984,,0.00041038,0.00041046,97351,40,97331,6221095,63.90398328
13,0.00058123,0.0005814,97056,56,97028,5842810,60.20023803,,0.00036684,0.00036691,97577,36,97560,6392024,65.5072062,,0.00047507,0.00047518,97311,46,97288,6123764,62.93001372
14,0.00070036,0.00070061,97000,68,96966,5745782,59.23495787,,0.00041198,0.00041206,97542,40,97522,6294464,64.53106238,,0.00055734,0.0005575,97264,54,97237,6026476,61.95968654
15,0.00084569,0.00084605,96932,82,96891,5648816,58.27612263,,0.00045972,0.00045983,97501,45,97479,6196943,63.55745247,,0.00065392,0.00065414,97210,64,97178,5929239,60.99395974
16,0.00101301,0.00101352,96850,98,96801,5551925,57.32502486,,0.00050778,0.00050791,97457,49,97432,6099464,62.58645486,,0.00076119,0.00076148,97147,74,97110,5832060,60.03354398
17,0.00119697,0.00119769,96752,116,96694,5455124,56.38264744,,0.00055424,0.00055439,97407,54,97380,6002032,61.61799723,,0.00087525,0.00087563,97073,85,97030,5734951,59.07889514
18,0.00139256,0.00139353,96636,135,96569,5358430,55.44961775,,0.00059689,0.00059707,97353,58,97324,5904652,60.65188985,,0.00099232,0.00099281,96988,96,96940,5637920,58.1302111
19,0.00159049,0.00159176,96501,153,96425,5261862,54.52624523,,0.00063515,0.00063535,97295,62,97264,5807328,59.6878155,,0.0011073,0.00110791,96892,107,96838,5540981,57.18745547
20,0.0017856,0.0017872,96348,172,96262,5165437,53.61231074,,0.00066801,0.00066823,97233,65,97201,5710064,58.72543246,,0.00121677,0.00121751,96784,118,96725,5444143,56.25029491
21,0.00197201,0.00197396,96176,190,96081,5069175,52.7073182,,0.00069687,0.00069711,97168,68,97134,5612863,57.76435348,,0.00131817,0.00131904,96666,127,96603,5347418,55.31821287
22,0.00214533,0.00214763,95986,206,95883,4973094,51.81047546,,0.00072201,0.00072227,97101,70,97066,5515728,56.80428699,,0.00140933,0.00141033,96539,136,96471,5250815,54.39056832
23,0.00230336,0.00230602,95780,221,95670,4877211,50.92079018,,0.00074375,0.00074403,97030,72,96994,5418663,55.84496862,,0.00148968,0.00149079,96403,144,96331,5154344,53.46662534
24,0.0024447,0.00244769,95560,234,95443,4781541,50.03719614,,0.00076446,0.00076475,96958,74,96921,5321669,54.88616231,,0.00156047,0.00156169,96259,150,96184,5058013,52.54564656
25,0.00256737,0.00257067,95326,245,95204,4686098,49.15859685,,0.0007852,0.00078551,96884,76,96846,5224747,53.92777008,,0.001622,0.00162332,96109,156,96031,4961828,51.62698946
26,0.00267468,0.00267826,95081,254,94954,4590894,48.28384351,,0.00080676,0.00080709,96808,78,96769,5127901,52.96975467,,0.00167681,0.00167821,95953,161,95873,4865797,50.71005234
27,0.00276672,0.00277055,94827,262,94696,4495940,47.4119932,,0.000831,0.00083135,96730,80,96690,5031132,52.01211963,,0.00172634,0.00172783,95792,165,95710,4769924,49.79438649
28,0.0028462,0.00285026,94565,269,94430,4401244,46.54214607,,0.00085889,0.00085926,96650,83,96608,4934442,51.05496209,,0.00177252,0.00177409,95627,170,95542,4674215,48.87963288
29,0.00291628,0.00292054,94296,275,94158,4306814,45.67356604,,0.00089054,0.00089094,96567,86,96524,4837834,50.09842068,,0.00181675,0.00181841,95458,173,95371,4578672,47.96553923
30,0.00298097,0.00298542,94021,280,93880,4212656,44.8056908,,0.00092828,0.00092871,96481,90,96436,4741311,49.14262965,,0.00186228,0.00186401,95284,177,95195,4483301,47.05192968
31,0.0030409,0.00304553,93740,285,93598,4118776,43.93816028,,0.00097204,0.00097251,96391,94,96344,4644875,48.18782561,,0.00190969,0.00191151,95107,182,95016,4388106,46.13878438
32,0.00310239,0.00310721,93455,290,93310,4025178,43.07065493,,0.00102313,0.00102365,96297,99,96248,4548531,47.23422513,,0.00196288,0.00196481,94925,186,94832,4293090,45.22610716
33,0.00316568,0.0031707,93165,295,93018,3931868,42.20313742,,0.00108116,0.00108174,96199,104,96147,4452283,46.2820892,,0.00202189,0.00202394,94739,192,94643,4198258,44.31407207
34,0.00323562,0.00324087,92870,300,92720,3838850,41.33557624,,0.00114839,0.00114905,96095,110,96040,4356136,45.33164041,,0.00209028,0.00209247,94547,198,94448,4103616,43.40283924
35,0.00331532,0.00332083,92570,307,92416,3746130,40.4681346,,0.00122359,0.00122434,95984,117,95926,4260096,44.38318393,,0.00216865,0.00217101,94350,205,94247,4009167,42.49270645
36,0.0034054,0.00341121,92263,314,92106,3653714,39.60108353,,0.00130809,0.00130895,95867,125,95804,4164170,43.43694489,,0.002258,0.00226055,94145,213,94039,3914920,41.5839723
37,0.00350882,0.00351499,91949,323,91787,3561608,38.73469426,,0.00140348,0.00140447,95742,134,95674,4068366,42.49318415,,0.00236049,0.00236328,93932,222,93821,3820881,40.67695024
